id	text	labels	labels_phrases
174	Bayrisch Essen und Gastfreundschaft geht anders.	['(FOOD, NEGATIVE)', '(SERVICE, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Essen"")', '(SERVICE, NEGATIVE, ""Gastfreundschaft"")']"
179	Nichts konnte überzeugen.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
193	Personal aber wirklich auf zack.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Personal"")']"
197	Der dazugehörige Krautsalat, welcher überhaupt keiner war, war ungenießbar.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Krautsalat"")']"
199	Wäre in LOC Mittelklasse.	['(GENERAL-IMPRESSION, NEUTRAL)']	"['(GENERAL-IMPRESSION, NEUTRAL, ""NULL"")']"
208	Schade.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
210	Die Portionen waren sehr gross und eigentlich zu viel für uns älteren Leute.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Portionen"")']"
219	Da es vermutlich wegen der Buchmesse viel zu laut war, konnte keine vernünftige Unterhaltung stattfinden.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""NULL"")']"
227	Liebes Team der Steak Manufaktur,vielen Dank für den schönen Abend bei Euch, den herzlichen Empfang, den tollen und zuvorkommenden Service und das sehr schmackhafte Essen von hoher Qualität, toller Zubereitung und klasse Timing.	['(SERVICE, POSITIVE)', '(SERVICE, POSITIVE)', '(FOOD, POSITIVE)', '(FOOD, POSITIVE)', '(SERVICE, POSITIVE)', '(GENERAL-IMPRESSION, POSITIVE)']	"['(SERVICE, POSITIVE, ""Empfang"")', '(SERVICE, POSITIVE, ""Service"")', '(FOOD, POSITIVE, ""Essen"")', '(FOOD, POSITIVE, ""Zubereitung"")', '(SERVICE, POSITIVE, ""Timing"")', '(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
231	Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Schnitzel"")']"
243	Preis / Leistung top!	['(PRICE, POSITIVE)']	"['(PRICE, POSITIVE, ""Preis / Leistung"")']"
249	Vor Ort ist der Laden schon teurer als der Rest, dafür aber nicht so viel Besser.	['(PRICE, NEGATIVE)']	"['(PRICE, NEGATIVE, ""Laden"")']"
252	Sehr nettes Personal und Verständnis, wenn man länger sitzen bleibt.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Personal"")']"
254	Personal nahm sich der Kritik nicht an.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Personal"")']"
261	Schon nett!!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
262	Ich würde das Lokal wieder empfehlen.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""Lokal"")']"
264	Da auch der Preis weiterhin absolut fair und angemessen ist, können wir das RESTAURANT_NAME absolut empfehlen.	['(PRICE, POSITIVE)', '(GENERAL-IMPRESSION, POSITIVE)']	"['(PRICE, POSITIVE, ""Preis"")', '(GENERAL-IMPRESSION, POSITIVE, ""RESTAURANT_NAME"")']"
276	Die Beilagen hingegen waren super.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Beilagen"")']"
283	Gern wieder :)	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
286	Gerne wieder!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
287	Bleibt nur eine Frage: Sind wir Ihnen als Gast sowenig wert, dass Sie uns so etwas vorsetzen?	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""NULL"")']"
289	Gute Lage, angenehme Bedienung, gutes Essen.	['(AMBIENCE, POSITIVE)', '(SERVICE, POSITIVE)', '(FOOD, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Lage"")', '(SERVICE, POSITIVE, ""Bedienung"")', '(FOOD, POSITIVE, ""Essen"")']"
311	Der Leberkäse hingegen sehr gut.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Leberkäse"")']"
315	Auch wenn mich ein Restaurant schonmal enttäuscht hat, gebe ich gerne eine zweite Chance.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""Restaurant"")']"
316	Wir haben uns mit 3 Generationen (Alter: 11 - 93) zu sechst sehr wohl gefühlt und kommen gern jederzeit wieder!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
321	Wir haben 5 Gänge Summer Breeze gewählt und wurden begeistert.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""5 Gänge Summer Breeze"")']"
331	Sehr gutes LOC.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""LOC"")']"
346	Aber als Vegetarierer gab es keinerlei Auswahl, wir mussten von der LOC zwei Gänge bestellen, wobei es bei jedem Gang nur eine Möglichkeit gab, beim Hauptgericht bestand diese aus einer Selleriescheibe, was auch nicht jedermanns Sache ist.	['(FOOD, NEGATIVE)', '(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Auswahl"")', '(FOOD, NEGATIVE, ""Selleriescheibe"")']"
354	Ente war aus, gesagt hat man es einem bei der Bestellung (wieso nicht schon beim Austeilen der Karte, das erspart viel LOC das Essen kam, ich hatte eine Haxe.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
360	Zu Beginn mussten wir lange warten, um überhaupt bedient zu werden.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
361	Gern in Zukunft wieder !	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
376	Der Keller hat uns durch seine Art den Abend versaut und unsere Tradition endet somit und wir suchen ein neues Lokal.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Keller"")']"
387	Ein gemütliches Restaurant, die Aussenbestuhlung befindet sich vor dem Lokal, der bestellte Rosewein wurde hervorragend im Weinkühler serviert und unsere Fischgerichte waren sehr lecker!	['(GENERAL-IMPRESSION, POSITIVE)', '(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""Restaurant"")', '(FOOD, POSITIVE, ""Rosewein"")', '(FOOD, POSITIVE, ""Fischgerichte"")']"
399	Service absolut unterirdisch.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Service"")']"
401	Einziger Lichtblick und auch der Grund warum ich es nicht mit „mangelhaft“ bewerte, war der sehr freundliche Kellner.	['(GENERAL-IMPRESSION, NEGATIVE)', '(SERVICE, POSITIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")', '(SERVICE, POSITIVE, ""Kellner"")']"
402	Man hat ihn angemerkt, dass er seinen Job gern macht.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""NULL"")']"
403	Gute Umgebung immer voll.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Umgebung"")']"
404	Ein sehr nettes Lokal im LOC von LOC.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""Lokal"")']"
425	Das Restaurant ist LOC und die Atmosphäre gleicht eher fast food als vera cucina italiana!	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Atmosphäre"")']"
426	Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten, von denen jedes vor Geschmack strotzt.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Gerichten"")']"
432	Die hohen Bewertungen die man hier liest kann ich nicht nachvollziehen.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
438	in Summe war es ein gutes und leckeres Gericht.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Gericht"")']"
442	Ich musste meine erste Portion Spannferkel zurück schicken, es war ein grosses Stück Fett.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Spannferkel"")']"
444	Für einen ruhigen Abend mit wohlfühlcharakter ist man hier definitiv falsch.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""NULL"")']"
449	Die Getränke kamen prompt und das Essen war auch nach einer angemessenen Zeit fertig.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""NULL"")']"
450	Das Esser wurde sehr schnell zubereitet und war schnell da.	['(FOOD, POSITIVE)', '(SERVICE, POSITIVE)']	"['(FOOD, POSITIVE, ""Esser"")', '(SERVICE, POSITIVE, ""NULL"")']"
453	Sehr angenehme Ambiance im LOC.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Ambiance"")']"
454	Das Frühstück ist sehr schmackhaft und vielfältig.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Frühstück"")']"
462	Unsere Bedienung an dem Abend war super und fix.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Bedienung"")']"
471	Wir werden also schon erwartet und sofort kümmert sich der Service um unser Wohl.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Service"")']"
472	Nie wieder...	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
474	Toiletten über Treppe oder Aufzug erreichbar und sauber.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Toiletten"")']"
491	Das Essen war sehr sehr lecker und kam zügig.	['(FOOD, POSITIVE)', '(SERVICE, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")', '(SERVICE, POSITIVE, ""NULL"")']"
493	Ein Punkt Abzug für das lange Warten.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Warten"")']"
506	"Aber es gab zu viele ""aber"" man ist freundlich, hat sich hier aber doch sehr vom Ruf des Fernsehkochs abhängig gemacht."	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
509	Der Blick in die Speisekarte war der erste Schock mit der überteuerten Thaisuppe (ich glaube es waren 18€) und für das Dessert waren noch einmal 18 Euro angeschrieben.	['(FOOD, NEGATIVE)', '(PRICE, NEGATIVE)', '(PRICE, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Speisekarte"")', '(PRICE, NEGATIVE, ""Thaisuppe"")', '(PRICE, NEGATIVE, ""Dessert"")']"
518	Der Auslieferungsfahrer war sehr nett und hat sich entschuldigt.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Auslieferungsfahrer"")']"
523	Geschmack fad.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""NULL"")']"
526	Darüberhinaus enthielt das verwendete Fleisch ungenießbare Anteile.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Fleisch"")']"
531	Dann, keine 10 Minuten später, bekam ich ein neues Steak, das auf den Punkt zubereitet war.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Steak"")']"
537	Wir werden nicht mehr hierher kommen.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
539	Der Service ist schnell und freundlich.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Service"")']"
542	Unmögliches Raumklima innerhalb.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Raumklima"")']"
544	Es war viel zu laut, wie im Club.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""NULL"")']"
548	Service war freundlich und zügig.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Service"")']"
572	Umso größer dann die Enttäuschung !	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
583	Nicht überfüllt mittags.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""NULL"")']"
586	Positiv zu vermerken ist die einzigartige Lage, das traditionelle Ambiente und der freundliche Service.	['(AMBIENCE, POSITIVE)', '(AMBIENCE, POSITIVE)', '(SERVICE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Lage"")', '(AMBIENCE, POSITIVE, ""Ambiente"")', '(SERVICE, POSITIVE, ""Service"")']"
596	Bedienung sehr zuvorkommend	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Bedienung"")']"
599	Sehr nette und zuvorkommende Bedienung.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Bedienung"")']"
603	Das allerbeste, obwohl wir recht kurzfristig reservierten und das Lokal ausgebucht war, fand der Wirt noch ein Plätzchen für uns.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Wirt"")']"
606	Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessere…Einzig und alleine die Maß war lecker.	['(FOOD, POSITIVE)', '(FOOD, NEGATIVE)']	"['(FOOD, POSITIVE, ""Maß"")', '(FOOD, NEGATIVE, ""LOC"")']"
615	Das Essen war in Ordnung, die Portionen groß und der Service nett.	['(FOOD, NEUTRAL)', '(SERVICE, POSITIVE)']	"['(FOOD, NEUTRAL, ""Essen"")', '(SERVICE, POSITIVE, ""Service"")']"
618	Nicht kulant, knauserig, überheblich.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
622	Definitiv überteuert und in dem Rahmen kein Besuch wert.	['(PRICE, NEGATIVE)']	"['(PRICE, NEGATIVE, ""NULL"")']"
623	Gutes Essen, freundliche Bedienung, allerdings wurde wieder bei der Abrechnung geschummelt.	['(FOOD, POSITIVE)', '(SERVICE, POSITIVE)', '(SERVICE, NEGATIVE)']	"['(FOOD, POSITIVE, ""Essen"")', '(SERVICE, POSITIVE, ""Bedienung"")', '(SERVICE, NEGATIVE, ""Abrechnung"")']"
631	Jeder Restauranttester schlägt wahrscheinlich die Hände über dem Kopf zusammen, sollte er jemals so ein Essen serviert bekomnen	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Essen"")']"
636	Das war ein Volltreffer, ich kann mich nicht daran erinnern jemals so eine gute Pasta gegessen zu haben.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Pasta"")']"
641	Anfang Dezember, trotz Weihnachtsmarkt noch spontan einen Platz für zwei bekommen, nach sehr kurzer Wartezeit.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Wartezeit"")']"
658	Leider sind die Toiletten sehr unsauber, nicht gepflegt mit starker Geruchsbildung der einem auf dem Weg dorthin schon entgegen schlägt.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Toiletten"")']"
671	Aufgrund des LOC war leider das Essen auch nur mittelmäßig.	['(FOOD, NEUTRAL)']	"['(FOOD, NEUTRAL, ""Essen"")']"
679	Hier gab es bayrische Küche, sehr schön und wohl schmeckend auf dem Teller , z.Bs.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
703	Schönes Ambiente, freundliches und kompetentes Personal, kreative Speisekarte, leckeres Essen.	['(AMBIENCE, POSITIVE)', '(SERVICE, POSITIVE)', '(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Ambiente"")', '(SERVICE, POSITIVE, ""Personal"")', '(FOOD, POSITIVE, ""Speisekarte"")', '(FOOD, POSITIVE, ""Essen"")']"
705	Mir war's persönlich zu laut in dem Laden, daher ein Punkt Abzug.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""NULL"")']"
708	Mein Fleisch war schon fast wieder kalt.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Fleisch"")']"
709	Leider wurden wir gar nicht bedient.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
710	Da ist viel Luft nach oben.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
716	Schade, denn nochmal gehen wir dort nicht hin.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
722	Wir waren zu zweit an einem Montag Abend dort und haben sehr fein gegessen.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
732	Bedienung freundlich, aber leider war das Essen qualitativ nicht gut.	['(SERVICE, POSITIVE)', '(FOOD, NEGATIVE)']	"['(SERVICE, POSITIVE, ""Bedienung"")', '(FOOD, NEGATIVE, ""Essen"")']"
740	Hatten Freunde aus den USA zu Besuch und nach gelungenen Stadtrundgang war das Abendessen ein sehr schöner Abschluss des Tages.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Abendessen"")']"
741	Wir wurden gut bedient, obwohl der Laden sehr voll war und die Kellner kaum zum Verschnaufen kamen.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""NULL"")']"
747	Über die Qualität der Gerichte muß man nicht mehr reden: hervorragend!	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Gerichte"")']"
752	Dazu muss man sagen, dass wenn man einen schönen Abend zu zweit verbringen möchte man durch die engen Räume mir sehr hoher Wahrscheinlichkeit direkt neben anderen sitzt.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""NULL"")']"
755	Die Kellnerin hat einen genervten Eindruck gemacht.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Kellnerin"")']"
759	Den Käse zur Pasta verspätet nachgereicht.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
761	Wir freuen uns auf ein Wiedersehen!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
764	Ich werde das Restaurant nicht mehr aufsuchen und kann es auch nicht empfehlen.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""Restaurant"")']"
767	Immer wieder gerne!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
773	Da sollte sich das Management vom LOC schämen sowas haben wir nie erlebt.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Management"")']"
776	Im Sterneküchenbereich eher selten…Eine fabelhafte Beratung vorweg und natürlich das exzellente Essen.	['(FOOD, POSITIVE)', '(SERVICE, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")', '(SERVICE, POSITIVE, ""Beratung"")']"
799	Das Servicepersonal ist unfreundlich bis respektlos.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Servicepersonal"")']"
808	Die Krönung waren dann die 6,50 Euro für den 0,1 l Rosenkir.	['(PRICE, POSITIVE)']	"['(PRICE, POSITIVE, ""NULL"")']"
809	Ambiente toll, vielen Dank für den herrlichen Abend	['(AMBIENCE, POSITIVE)', '(GENERAL-IMPRESSION, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Ambiente"")', '(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
810	Zu dem auch nur lauwarm.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""NULL"")']"
825	Das Fischereihafenrestaurant hat in LOC einen Ruf wie Donnerhall - meine Frau und ich bekamen jedoch leider nur Sommergewitterchen ab.	['(GENERAL-IMPRESSION, NEGATIVE)', '(AMBIENCE, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""Fischereihafenrestaurant"")', '(AMBIENCE, NEGATIVE, ""Sommergewitterchen"")']"
835	Macht weiter so 👍🏻	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
846	Von Anfang bis Ende ein Erlebnis!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
848	Ein Besuch lohnt sich auf jeden Fall.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
852	Da wurde wohl etwas geschludert, als wir mal vorsichtig nachfragten ob es noch lange dauern würde...Personell war der Abend komplett fehlgeplant.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Personell"")']"
861	Das kleine Teil war dick, nicht platiniert, lauwarm und die Panade klebte naß am Holzteller.	['(FOOD, NEGATIVE)', '(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Panade"")', '(FOOD, NEGATIVE, ""NULL"")']"
864	Tolles Ambiente, schöne Einrichtung.	['(AMBIENCE, POSITIVE)', '(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Ambiente"")', '(AMBIENCE, POSITIVE, ""Einrichtung"")']"
879	Also versuchten wir zu bezahlen, was auch nicht sehr einfach war, weil ca.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
880	Lecker.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
888	Nicht schlecht, aber auch nix besonderes.	['(GENERAL-IMPRESSION, NEUTRAL)']	"['(GENERAL-IMPRESSION, NEUTRAL, ""NULL"")']"
895	Das Ganze kostete zudem unverschämte 89,- Euro.	['(PRICE, NEGATIVE)']	"['(PRICE, NEGATIVE, ""NULL"")']"
898	Blaukraut ok.. = -1Haxn mit Knödel und Krautsalat....Resch passt.... aber das Fleisch.... hart Knödel innen hart ?	['(FOOD, NEUTRAL)', '(FOOD, NEGATIVE)', '(FOOD, NEGATIVE)']	"['(FOOD, NEUTRAL, ""Blaukraut"")', '(FOOD, NEGATIVE, ""Fleisch"")', '(FOOD, NEGATIVE, ""Knödel"")']"
906	Das Essen war mehr als ausreichend und es hat sehr gut geschmeckt.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")']"
918	Der Zwiebelkuchen ist absolut zu empfehlen.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Zwiebelkuchen"")']"
928	Kein Preisnachlass, keine Rücknahme!!	['(SERVICE, NEGATIVE)', '(PRICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Rücknahme"")', '(PRICE, NEGATIVE, ""Preisnachlass"")']"
931	Ich hab nichts vermisst, sowohl das gebratene, wie auch das Gemüse in Currysauce waren wirklich sehr lecker.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Gemüse in Currysauce"")']"
936	(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Lammhaxe"")']"
938	Vorspeise, Hauptgang und Dessert - alles war top!	['(FOOD, POSITIVE)', '(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Vorspeise"")', '(FOOD, POSITIVE, ""Hauptgang"")', '(FOOD, POSITIVE, ""Dessert"")']"
940	Das Restaurant scheint im vorigen Jahrhundert stehen geblieben zu sein.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""Restaurant"")']"
947	Schöne Atmosphäre Schnelle und aufmerksame Bedingungen Super lecker und viele verschiedene Gerichte Preis Leistung super	['(AMBIENCE, POSITIVE)', '(SERVICE, POSITIVE)', '(FOOD, POSITIVE)', '(PRICE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Atmosphäre"")', '(SERVICE, POSITIVE, ""Bedingungen"")', '(FOOD, POSITIVE, ""Gerichte"")', '(PRICE, POSITIVE, ""Preis Leistung"")']"
949	Dazu war das LOC sehr gut.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""LOC"")']"
952	überaus fein.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
965	6 Salatblätter Frisee und 2/3 Croutons sind keine 12,50€ wert!	['(PRICE, NEGATIVE)', '(PRICE, NEGATIVE)']	"['(PRICE, NEGATIVE, ""Salatblätter Frisee"")', '(PRICE, NEGATIVE, ""Croutons"")']"
972	Mehr als 2 Punkte gibt es nicht.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
978	Sollte Mann dann doch bei einem Besuch in LOC mit erleben Recht beeindruckend - der große Saal mit den Gewölben und den Malereien Kann auch sehr gut zu Abend essen dort - und natürlich auch ein gepflegtes Bier trinken	['(AMBIENCE, POSITIVE)', '(AMBIENCE, POSITIVE)', '(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Saal mit den Gewölben"")', '(AMBIENCE, POSITIVE, ""Malereien"")', '(FOOD, POSITIVE, ""Bier"")', '(FOOD, POSITIVE, ""NULL"")']"
985	Richtig schön, waren die Blumenblätter auf den Gerichten, aber das war leider auch schon alles.	['(GENERAL-IMPRESSION, NEGATIVE)', '(FOOD, POSITIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")', '(FOOD, POSITIVE, ""Blumenblätter"")']"
995	Tolles und gemütliches Ambiente	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Ambiente"")']"
1001	Am besten war noch der dazu bestellte große Salatteller mit Speckwürfel und die gekaufte Breze.	['(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Salatteller mit Speckwürfel"")', '(FOOD, POSITIVE, ""Breze"")']"
1002	Schlechtester Belag, den wir bis jetzt bekommen haben.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Belag"")']"
1006	Schönes portugiesisches Lokal mit Tapas.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""Lokal"")']"
1014	Ich war ein absoluter Stammkunde, aber das hat jetzt ein Ende.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
1016	Auch hier: sieht beeindruckend aus, hilft aber geschmacklich leider nicht weiter.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""NULL"")']"
1018	"Der ""zuständige"" Kellner schnauzte uns über sämtliche Tische sehr laut an, dass man kein ""mitgebrachtes Essen"" verzehren dürfte....(Eis: mitgebrachtes Essen????"	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Kellner"")']"
1022	Wir waren mit unserem Besuch vollsten zufrieden.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
1025	Die Gerichte waren aber keine Highlights - schmackhaft, solide ... gut!	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Gerichte"")']"
